Market,Suscriber,Format,oct,nov,dec
ORLANDO,WRUM-FM HD3,Spanish Hot Adult Contemporary,0.3,0.3,0.3
ORLANDO,WMFE-FM HD2,Classical,*,*,0.1
ORLANDO,WMMO-FM Stream,Classic Hits,0.4,0.1,0.1
ORLANDO,WPYO-FM Stream,Spanish Contemporary,*,*,0.1
ORLANDO,WRUM-FM HD2,Latino Urban,0.3,0.3,0.1
ORLANDO,WJHM-FM Stream,Rhythmic Oldies,0.1,0.1,*
ORLANDO,WWKA-FM Stream,Country,0.3,*,*
OXNARD,KXLM-FM,Mexican Regional,4.6,4.8,7.6
OXNARD,KMLA-FM,Mexican Regional,6.5,4.6,6.8
OXNARD,KHAY-FM,Country,4.6,5.3,5.8
OXNARD,KOCP-FM,Rhythmic Oldies,3.8,3.9,5.6
OXNARD,KLJR-FM,Spanish Adult Hits,5.4,7.2,5.3
OXNARD,KBBY-FM,Adult Contemporary,2.2,2.9,3.5
OXNARD,KCLU-FM,News Talk Information,3.0,2.2,2.8
OXNARD,KUSC-FM,Classical,3.5,2.7,2.8
OXNARD,KVTA-AM,News Talk Information,1.9,1.7,2.3
OXNARD,KFYV-FM,Hot Adult Contemporary,2.5,1.7,2.0
OXNARD,KCAQ-FM,Rhythmic Contemporary Hit Radio,2.5,2.7,1.8
OXNARD,KCRW-FM,Variety,1.4,1.2,1.3
OXNARD,KSSC-FM,Spanish Adult Hits,1.6,2.4,1.0
OXNARD,KDRW-FM,Variety,0.8,0.7,0.8
OXNARD,KVYB-FM,Pop Contemporary Hit Radio,1.4,0.5,0.8
OXNARD,KOXR-AM,Spanish Adult Hits,1.9,0.7,0.5
OXNARD,KVEN-AM,Spanish News/Talk,1.4,*,0.5
OXNARD,KCLU-AM,News Talk Information,*,*,0.3
OXNARD,KPCC-FM,News Talk Information,0.8,0.2,0.3
OXNARD,KCLU-FM Stream,News Talk Information,*,*,*
OXNARD,KUNX-AM,Mexican Regional,0.5,0.2,*
PALM SPRINGS,KKUU-FM,Rhythmic Contemporary Hit Radio,6.2,6.8,7.7
PALM SPRINGS,KUNA-FM,Mexican Regional,9.4,9.5,7.1
PALM SPRINGS,KPSI-FM,Hot Adult Contemporary,5.1,3.8,6.6
PALM SPRINGS,KPLM-FM,Country,3.8,5.2,6.3
PALM SPRINGS,KMRJ-FM,Rhythmic AC,6.2,5.7,5.2
PALM SPRINGS,KLOB-FM,Spanish Adult Hits,6.7,7.9,4.7
PALM SPRINGS,KPST-FM,Spanish Contemporary,3.2,2.7,4.7
PALM SPRINGS,KCLB-FM,Mainstream Rock,3.8,4.6,4.1
PALM SPRINGS,KNWZ-AM,News Talk Information,3.0,2.2,3.3
PALM SPRINGS,KDES-FM,Country,1.6,1.6,2.7
PALM SPRINGS,KDGL-FM,Classic Hits,3.5,3.0,2.5
PALM SPRINGS,KRHQ-FM,Classic Rock,1.9,2.7,2.5
PALM SPRINGS,KUSC-FM,Classical,2.4,3.0,2.5
PALM SPRINGS,KCRW-FM,Variety,2.7,1.4,2.2
PALM SPRINGS,KDES-FM HD2,Nostalgia,2.4,2.4,2.2
PALM SPRINGS,KJJZ-FM,Oldies,1.9,1.9,1.6
PALM SPRINGS,KVLA-FM,News Talk Information,1.3,1.4,1.1
PALM SPRINGS,KJJZ-FM HD2,Alternative,1.3,0.8,0.5
PALM SPRINGS,KJJZ-FM HD4,Mexican Regional,*,*,0.3
PANAMA CITY,WPAP-FM,Country,8.5,9.5,10.6
PANAMA CITY,WEBZ-FM,Urban Adult Contemporary,6.2,6.6,8.5
PANAMA CITY,WFSY-FM,Adult Contemporary,7.8,8.8,8.5
PANAMA CITY,WWLY-FM,Classic Country,4.7,4.4,5.0
PANAMA CITY,WYYX-FM,Active Rock,4.7,4.4,5.0
PANAMA CITY,WYOO-FM,News Talk Information,4.7,5.1,4.3
PANAMA CITY,WILN-FM,Pop Contemporary Hit Radio,6.2,3.6,3.5
PANAMA CITY,WFLF-FM,Mainstream Rock,2.3,2.2,2.8
PANAMA CITY,WPAP-FM HD2,News Talk Information,2.3,2.9,2.8
PANAMA CITY,WFSW-FM,News Talk Information,0.8,1.5,1.4
PANAMA CITY,WFSU-FM,News Talk Information,*,0.7,0.7
PARKERSBURG-MARIETTA,WNUS-FM,Country,11.1,9.8,8.8
PARKERSBURG-MARIETTA,WDMX-FM,Classic Hits,6.8,7.1,7.9
PARKERSBURG-MARIETTA,WRVB-FM,Pop Contemporary Hit Radio,6.0,7.1,7.0
PARKERSBURG-MARIETTA,WLTP-AM,News Talk Information,1.7,2.7,3.5
PENSACOLA,WRRX-FM,Urban Adult Contemporary,2.2,2.7,6.6
PENSACOLA,WJTQ-FM,Classic Hits,2.9,5.1,4.0
PENSACOLA,WTKX-FM,Active Rock,5.8,8.0,4.0
PENSACOLA,WXBM-FM,Country,2.9,3.4,3.8
PENSACOLA,WUWF-FM,Educational,3.6,2.2,3.1
PENSACOLA,WRGV-FM,Urban Contemporary,2.6,3.4,2.6
PENSACOLA,WMEZ-FM,Rhythmic Contemporary Hit Radio,2.6,2.9,1.6
PENSACOLA,WCOA-AM,News Talk Information,2.6,1.9,0.9
PEORIA,WPBG-FM,Classic Hits,10.0,11.1,10.8
PEORIA,WXCL-FM,Country,8.8,9.1,10.4
PEORIA,WSWT-FM,Adult Contemporary,8.8,7.9,6.5
PEORIA,WCIC-FM,Christian Adult Contemporary,4.2,7.5,6.1
PEORIA,WGLO-FM,Classic Rock,7.1,5.1,6.1
PEORIA,WMBD-AM,News Talk Information,6.3,7.1,4.8
PEORIA,WIXO-FM,Active Rock,2.9,4.3,3.9
PEORIA,WKZF-FM,Rhythmic AC,2.9,4.0,3.9
PEORIA,WPIA-FM,Pop Contemporary Hit Radio,2.1,3.2,3.0
PEORIA,WZPW-FM,Rhythmic Contemporary Hit Radio,3.8,3.6,3.0
PEORIA,WCBU-FM,News Talk Information,2.9,2.8,2.6
PEORIA,WFYR-FM,Country,3.8,3.6,2.6
PEORIA,WWCT-FM,Album Adult Alternative,2.1,2.0,2.6
PEORIA,WPBG-FM HD2,Oldies,2.5,1.6,1.7
PEORIA,WPBG-FM HD3,News Talk Information,0.4,0.4,1.3
PEORIA,WIRL-AM,News Talk Information,0.4,0.4,0.9
PEORIA,WZPN-FM,All Sports,0.8,0.8,0.9
PEORIA,WCBU-FM HD2,Classical,*,*,0.4
PHILADELPHIA,WMMR-FM,Album Oriented Rock,7.9,8.3,8.3
PHILADELPHIA,WDAS-FM,Urban Adult Contemporary,8.2,8.4,8.1
PHILADELPHIA,WBEB-FM,Adult Contemporary,4.3,4.9,7.8
PHILADELPHIA,WIP-FM,All Sports,9.8,7.5,7.3
PHILADELPHIA,WMGK-FM,Classic Rock,6.7,7.0,7.0
PHILADELPHIA,WXTU-FM,Country,4.2,4.8,4.6
PHILADELPHIA,KYW-AM,All News,4.8,4.4,3.9
PHILADELPHIA,WBEN-FM,Adult Hits,2.9,3.2,3.5
PHILADELPHIA,WOGL-FM,Classic Hits,3.5,3.8,3.4
PHILADELPHIA,WUSL-FM,Urban Contemporary,3.8,3.2,3.0
PHILADELPHIA,WPPZ-FM,Urban Oldies,3.5,3.2,2.8
PHILADELPHIA,WIOQ-FM,Pop Contemporary Hit Radio,2.7,3.2,2.7
PHILADELPHIA,WPHT-AM,Talk/Personality,2.3,2.9,2.7
PHILADELPHIA,WHYY-FM,News Talk Information,3.1,2.6,2.5
PHILADELPHIA,WTDY-FM,Hot Adult Contemporary,2.1,2.2,2.5
PHILADELPHIA,WRNB-FM,Urban Adult Contemporary,2.2,2.1,2.4
PHILADELPHIA,WXPN-FM,Album Adult Alternative,2.3,2.0,2.4
PHILADELPHIA,WRTI-FM,Classical,1.5,1.9,2.3
PHILADELPHIA,WPEN-FM,All Sports,2.3,2.0,1.8
PHILADELPHIA,WRFF-FM,Alternative,1.8,2.3,1.8
PHILADELPHIA,WIP-FM Stream,All Sports,2.5,1.2,1.7
PHILADELPHIA,WUMR-FM,Spanish Contemporary,1.7,1.6,1.7
PHILADELPHIA,KYW-AM Stream,All News,0.8,0.8,1.2
PHILADELPHIA,WPHT-AM Stream,Talk/Personality,0.7,1.2,0.9
PHILADELPHIA,WSTW-FM,Hot Adult Contemporary,0.5,0.7,0.9
PHILADELPHIA,WKXW-FM,Talk/Personality,0.7,0.9,0.8
PHILADELPHIA,WPST-FM,Pop Contemporary Hit Radio,0.8,0.9,0.8
PHILADELPHIA,WEMG-AM,Spanish Adult Hits,0.2,0.3,0.2
PHILADELPHIA,WSJO-FM,Hot Adult Contemporary,0.2,0.2,0.2
PHILADELPHIA,WHAT-AM,Spanish Tropical,0.1,0.1,0.1
PHILADELPHIA,WBEN-FM HD2 Stream,Adult Contemporary,0.2,0.2,*
PHILADELPHIA,WENJ-FM,All Sports,0.1,*,*
PHILADELPHIA,WPUR-FM,Country,0.1,0.1,*
PHILADELPHIA,WTEL-AM,All News,0.1,*,*
PHILADELPHIA,WURD-AM,News Talk Information,0.1,0.1,*
PHILADELPHIA,WWZY-FM,Classic Rock,0.2,0.1,*
PHILADELPHIA,WXPN-FM HD2 Stream,Alternative,*,0.2,*
PHOENIX,KESZ-FM,Adult Contemporary,8.4,8.3,12.3
PHOENIX,KSLX-FM,Classic Rock,5.5,6.4,5.9
PHOENIX,KFYI-AM,News Talk Information,4.6,4.9,4.3
PHOENIX,KNIX-FM,Country,3.6,3.7,4.3
PHOENIX,KUPD-FM,Active Rock,4.6,4.1,4.2
PHOENIX,KYOT-FM,Adult Hits,4.1,4.1,4.2
PHOENIX,KJZZ-FM,News Talk Information,4.5,3.7,3.5
PHOENIX,KMLE-FM,Country,3.4,3.9,3.4
PHOENIX,KDKB-FM,Alternative,3.2,3.6,3.3
PHOENIX,KMVP-FM,All Sports,4.0,3.8,3.3
PHOENIX,KOOL-FM,Classic Hits,3.8,3.7,3.3
PHOENIX,KBAQ-FM,Classical,2.7,3.3,3.2
PHOENIX,KZZP-FM,Pop Contemporary Hit Radio,1.8,2.5,2.8
PHOENIX,KMXP-FM,Hot Adult Contemporary,2.7,2.6,2.7
PHOENIX,KOAI-FM,Adult Hits,3.4,2.9,2.7
PHOENIX,KLNZ-FM,Mexican Regional,2.7,2.5,2.5
PHOENIX,KMVA-FM,Hot Adult Contemporary,2.4,2.2,2.5
PHOENIX,KTAR-FM,News Talk Information,2.7,2.8,2.4
PHOENIX,KALV-FM,Pop Contemporary Hit Radio,2.6,2.2,2.3
PHOENIX,KOMR-FM,Spanish Adult Hits,2.3,2.6,2.3
PHOENIX,KHOT-FM,Mexican Regional,1.9,2.1,2.0
PHOENIX,KNAI-AM,Mexican Regional,2.1,2.1,2.0
PHOENIX,KAJM-FM,Classic Hits,1.9,2.0,1.8
PHOENIX,KFLR-FM,Contemporary Christian,1.6,1.4,1.7
PHOENIX,KZCE-FM,Rhythmic AC,2.4,2.0,1.7
PHOENIX,KAZG-AM,Oldies,1.3,1.1,1.6
PHOENIX,KVVA-FM,Spanish Adult Hits,1.5,1.3,1.6
PHOENIX,KFUE-FM,Latino Urban,1.7,1.2,1.0
PHOENIX,KKFR-FM,Rhythmic Contemporary Hit Radio,1.0,1.1,0.8
PHOENIX,KQMR-FM,Spanish Contemporary,0.7,0.8,0.7
PHOENIX,KJZZ-FM HD2,Jazz,0.3,0.1,0.4
PHOENIX,KOY-AM,Mexican Regional,0.4,0.5,0.3
PHOENIX,KALV-FM HD2,Pop Contemporary Hit Radio,0.1,0.1,0.1
PHOENIX,KALV-FM Stream,Pop Contemporary Hit Radio,0.2,0.3,0.1
PHOENIX,KBAQ-FM HD8,Classical,*,*,0.1
PHOENIX,KGME-AM,All Sports,0.1,0.1,0.1
PHOENIX,KTAR-AM,All Sports,0.1,0.2,0.1
PHOENIX,KDUS-AM,All Sports,0.1,*,*
PHOENIX,KMLE-FM Stream,Country,0.1,*,*
PHOENIX,KOOL-FM Stream,Classic Hits,0.1,*,*
PITTSBURG PA,WRRK-FM,Adult Hits,8.3,9.6,10.5
PITTSBURG PA,WWSW-FM,Classic Hits,10.0,8.8,9.9
PITTSBURG PA,WDVE-FM,Classic Rock,8.7,9.4,9.7
PITTSBURG PA,KDKA-FM,All Sports,8.4,7.1,6.7
PITTSBURG PA,WSHH-FM,Adult Contemporary,5.6,5.3,6.7
PITTSBURG PA,WDSY-FM,Country,4.3,5.0,4.6
PITTSBURG PA,WKST-FM,Pop Contemporary Hit Radio,6.2,5.1,4.2
PITTSBURG PA,WESA-FM,News Talk Information,5.6,5.7,3.9
PITTSBURG PA,WPGB-FM,Country,3.7,3.6,3.6
PITTSBURG PA,KDKA-AM,News Talk Information,3.1,3.1,3.5
PITTSBURG PA,WXDX-FM,Alternative,4.0,4.0,3.3
PITTSBURG PA,WLTJ-FM,Hot Adult Contemporary,2.6,2.5,3.1
PITTSBURG PA,WBZZ-FM,Hot Adult Contemporary,2.1,2.5,3.0
PITTSBURG PA,WYEP-FM,Album Adult Alternative,2.4,2.7,2.5
PITTSBURG PA,WQED-FM,Classical,1.2,1.3,1.8
PITTSBURG PA,WHJB-FM,Classic Hits,1.3,1.1,1.4
PITTSBURG PA,WAMO-AM,Urban Contemporary,1.2,1.4,1.2
PITTSBURG PA,KDKA-FM Stream,All Sports,0.6,0.8,0.7
PITTSBURG PA,KDKA-AM Stream,News Talk Information,0.2,0.2,0.2
PITTSBURG PA,WBGG-AM,All Sports,*,*,0.1
PITTSBURG PA,WESA-FM HD2 Stream,Jazz,*,*,0.1
PITTSBURG PA,WDSY-FM Stream,Country,*,0.1,*
PITTSBURG PA,WQED-FM Stream,Classical,0.1,*,*
PORTLAND ME,WBLM-FM,Classic Rock,8.5,8.5,7.9
PORTLAND ME,WMEA-FM,Educational,8.8,8.3,7.4
PORTLAND ME,WHOM-FM,Adult Contemporary,5.6,4.4,5.1
PORTLAND ME,WTHT-FM,Country,2.9,5.0,4.9
PORTLAND ME,WFNK-FM,Classic Hits,7.2,6.6,4.6
PORTLAND ME,WPOR-FM,Country,4.5,6.3,4.6
PORTLAND ME,WMGX-FM,Hot Adult Contemporary,2.7,4.4,4.4
PORTLAND ME,WJBQ-FM,Pop Contemporary Hit Radio,3.4,4.1,3.7
PORTLAND ME,WBQA-FM,Classical,1.8,2.7,3.4
PORTLAND ME,WYNZ-FM,Classic Hits,2.5,2.0,3.0
PORTLAND ME,WCLZ-FM,Album Adult Alternative,4.0,2.7,2.6
PORTLAND ME,WCYY-FM,Alternative,2.3,2.0,2.6
PORTLAND ME,WGAN-AM,News Talk Information,2.9,2.8,2.6
PORTLAND ME,WJJB-FM,All Sports,2.2,0.9,1.9
PORTLAND ME,WPEI-FM,All Sports,1.1,1.3,1.6
PORTLAND ME,WBAE-AM,Soft Adult Contemporary,1.1,1.7,1.1
PORTLAND ME,WHTP-FM,Rhythmic Contemporary Hit Radio,1.3,0.6,1.1
PORTLAND ME,WHXR-FM,Active Rock,0.9,1.3,1.1
PORTLAND ME,WYNZ-FM HD2,Oldies,1.3,1.3,1.1
PORTLAND ME,WHEB-FM,Mainstream Rock,0.5,0.6,0.7
PORTLAND ME,WLOB-AM,News Talk Information,0.9,0.6,0.5
PORTLAND ME,WBQQ-FM,Soft Adult Contemporary,*,0.3,0.4
PORTLAND ME,WEVJ-FM,News Talk Information,*,0.2,0.2
PORTLAND ME,WZAN-AM,Classic Country,1.3,0.3,0.2
PORTLAND ME,WBQX-FM,Classic Hits,0.2,0.2,*
PORTLAND ME,WBYY-FM,Classic Hits,0.2,0.3,*
PORTLAND ME,WLOB-AM Stream,News Talk Information,0.2,*,*
PORTLAND OR,KKCW-FM,Adult Contemporary,7.1,7.4,10.8
PORTLAND OR,KINK-FM,Album Adult Alternative,6.5,7.1,7.9
PORTLAND OR,KLTH-FM,Classic Hits,7.9,6.9,7.4
PORTLAND OR,KXL-FM,News Talk Information,6.4,6.8,5.6
PORTLAND OR,KYCH-FM,Adult Contemporary,5.0,4.8,5.6
PORTLAND OR,KQAC-FM,Classical,3.3,4.7,4.6
PORTLAND OR,KFBW-FM,Classic Rock,2.6,3.0,4.5
PORTLAND OR,KGON-FM,Classic Rock,4.4,4.2,4.4
PORTLAND OR,KKRZ-FM,Pop Contemporary Hit Radio,4.3,3.4,4.4
PORTLAND OR,KOPB-FM,News Talk Information,5.2,5.6,4.4
PORTLAND OR,KMHD-FM,Jazz,4.7,3.6,3.8
PORTLAND OR,KBFF-FM,Pop Contemporary Hit Radio,4.8,4.4,3.5
PORTLAND OR,KWJJ-FM,Country,3.6,3.8,3.1
PORTLAND OR,KNRK-FM,Alternative,2.4,2.3,2.7
PORTLAND OR,KEX-AM,News Talk Information,2.1,2.5,2.6
PORTLAND OR,KRSK-FM,Hot Adult Contemporary,1.6,1.8,2.1
PORTLAND OR,KUPL-FM,Country,3.9,3.2,2.0
PORTLAND OR,KFXX-AM,All Sports,1.8,2.0,1.9
PORTLAND OR,KRYP-FM,Mexican Regional,3.0,2.7,1.9
PORTLAND OR,KXJM-FM,Rhythmic Contemporary Hit Radio,3.3,3.1,1.9
PORTLAND OR,KFIS-FM,Contemporary Christian,1.6,0.9,1.6
PORTLAND OR,KXTG-AM,All Sports,1.3,1.3,1.2
PORTLAND OR,KUFO-AM,Talk/Personality,0.7,1.1,0.7
PORTLAND OR,KKRZ-FM HD2,Alternative,0.5,0.6,0.6
PORTLAND OR,KOPB-FM Stream,News Talk Information,0.8,0.8,0.5
PORTLAND OR,KBOO-FM,Variety,0.6,0.5,0.4
PORTLAND OR,KPOJ-AM,All Sports,0.5,0.6,0.4
PORTLAND OR,KGON-FM Stream,Classic Rock,0.3,0.4,0.3
PORTLAND OR,KPAM-AM,News Talk Information,0.3,0.5,0.3
PORTLAND OR,KINK-FM HD2,Rhythmic Contemporary Hit Radio,0.2,0.3,0.2
PORTLAND OR,KXJM-FM HD2,Other,*,0.1,0.2
PORTLAND OR,KMTT-AM,All Sports,0.4,0.3,0.1
PORTLAND OR,KWJJ-FM Stream,Country,*,*,0.1
PORTLAND OR,KYCH-FM Stream,Adult Contemporary,*,*,0.1
PORTLAND OR,KDZR-AM,Spanish Oldies,0.1,0.1,*
PORTLAND OR,KFXX-AM Stream,All Sports,*,0.1,*
PORTLAND OR,KLTH-FM HD2,Oldies,0.1,*,*
PORTLAND OR,KMHD-FM HD2,Alternative,0.1,*,*
PORTLAND OR,KNRK-FM HD2,Alternative,0.1,0.2,*
PORTLAND OR,KPDQ-FM,Religious,0.3,0.2,*
PORTSMOUTH-DOVER,WOKQ-FM,Country,7.8,6.3,8.3
PORTSMOUTH-DOVER,WHEB-FM,Mainstream Rock,6.1,8.3,7.2
PORTSMOUTH-DOVER,WSHK-FM,Classic Hits,1.7,2.9,3.4
PORTSMOUTH-DOVER,WERZ-FM,Pop Contemporary Hit Radio,1.9,2.3,2.6
PORTSMOUTH-DOVER,WEVO-FM,News Talk Information,3.4,2.3,2.6
PORTSMOUTH-DOVER,WBYY-FM,Classic Hits,1.9,2.6,2.3
PORTSMOUTH-DOVER,WQSO-FM,News Talk Information,1.0,1.3,1.1
PORTSMOUTH-DOVER,WTSN-AM,News Talk Information,0.7,1.0,1.1
PORTSMOUTH-DOVER,WFNQ-FM,Classic Hits,0.5,0.5,0.9
PORTSMOUTH-DOVER,WTBU-FM,Country,1.0,2.1,0.9
PORTSMOUTH-DOVER,WEVS-FM,News Talk Information,*,*,0.3
PORTSMOUTH-DOVER,WLNH-FM,Classic Hits,*,0.5,0.3
PORTSMOUTH-DOVER,WBQQ-FM,Soft Adult Contemporary,*,0.3,*
PORTSMOUTH-DOVER,WEVO-FM Stream,News Talk Information,0.2,*,*
PORTSMOUTH-DOVER,WFNK-FM,Classic Hits,*,0.3,*
PORTSMOUTH-DOVER,WJYY-FM,Pop Contemporary Hit Radio,*,*,*
PORTSMOUTH-DOVER,WNNH-FM,Active Rock,0.2,*,*
PORTSMOUTH-DOVER,WPKX-AM,All Sports,0.5,*,*
PORTSMOUTH-DOVER,WTHT-FM,Country,*,*,*
POUGHKEEPSIE NY,WSPK-FM,Pop Contemporary Hit Radio,9.2,8.9,9.2
POUGHKEEPSIE NY,WPDH-FM,Classic Rock,8.8,8.1,6.8
POUGHKEEPSIE NY,WHUD-FM,Adult Contemporary,4.6,5.2,5.2
POUGHKEEPSIE NY,WPKF-FM,Pop Contemporary Hit Radio,3.8,4.0,4.0
